order_number,order_time,product_code,store_number,quantity_ordered,price,discount,margin,status,fulfillment_time,returned,payment_type
3319,2019-10-20 21:49:47.646987,PXC,158,7,8.49,0.0,0.14,SHIPPED,43,false,CASH
3320,2019-10-21 04:10:47.646987,PXC,412,7,99.99,0.0,0.31,SHIPPED,47,false,CASH
3321,2019-10-21 04:40:47.646987,PXC,182,3,4.99,0.0,0.5,SHIPPED,57,false,CASH
3322,2019-10-21 07:34:47.646987,BGT,158,1,11.5,0.1,0.53,SHIPPED,54,false,CASH
3323,2019-10-21 10:10:47.646987,QWE,191,1,1.75,0.0,0.32,SHIPPED,52,false,CASH
3324,2019-10-21 17:52:47.646987,BGT,158,7,42.42,0.0,0.47,SHIPPED,42,false,CASH
3325,2019-10-22 00:02:47.646987,DAS,182,3,42.42,0.0,0.04,SHIPPED,44,false,INVOICE
3326,2019-10-22 00:57:47.646987,DAS,158,3,1.75,0.2,0.2,SHIPPED,44,false,INVOICE
3327,2019-10-22 08:24:47.646987,HRE,191,2,99.99,0.1,0.23,SHIPPED,41,false,CASH
3328,2019-10-22 09:07:47.646987,DAS,163,3,8.49,0.0,-0.07,SHIPPED,44,false,CASH
3329,2019-10-22 11:19:47.646987,LAM,158,6,1.75,0.15,-0.01,SHIPPED,51,false,CASH
3330,2019-10-22 13:45:47.646987,QRT,412,5,4.99,0.0,0.7,SHIPPED,43,false,CREDIT
3331,2019-10-22 16:07:47.646987,QWE,163,2,8.49,0.0,0.09,SHIPPED,49,false,CREDIT
3332,2019-10-22 18:24:47.646987,DAS,163,3,11.5,0.0,0.48,SHIPPED,47,false,CASH
3333,2019-10-22 23:43:47.646987,LAM,158,3,8.49,0.0,0.81,PROCESSING,53,false,CASH
3334,2019-10-23 03:52:47.646987,LAM,163,5,42.42,0.0,-0.07,SHIPPED,42,false,CASH
3335,2019-10-23 07:26:47.646987,QWE,177,4,42.42,0.0,0.41,SHIPPED,58,false,CASH
3336,2019-10-23 08:01:47.646987,BGT,177,4,-9999.99,0.15,0.21,SHIPPED,41,false,CASH
3337,2019-10-23 08:11:47.646987,HRE,177,5,28.99,0.2,0.52,SHIPPED,44,false,CASH
3338,2019-10-23 12:42:47.646987,QRT,191,7,4.99,0.0,0.26,SHIPPED,43,false,CASH
3339,2019-10-23 14:19:47.646987,PXC,163,6,42.42,0.0,0.33,SHIPPED,48,false,INVOICE
3340,2019-10-23 20:00:47.646987,QWE,177,3,42.42,0.0,0.82,SHIPPED,53,false,CASH
3341,2019-10-23 22:38:47.646987,HRE,191,1,42.42,0.1,0.41,SHIPPED,51,false,CASH
3342,2019-10-24 01:36:47.646987,LAM,412,7,99.99,0.0,0.57,SHIPPED,44,false,CASH
3343,2019-10-24 08:30:47.646987,HRE,412,6,42.42,0.0,0.77,SHIPPED,60,false,CASH
3344,2019-10-24 12:55:47.646987,DAS,177,4,42.42,0.0,0.61,SHIPPED,45,false,CASH
3345,2019-10-24 17:57:47.646987,BGT,191,1,28.99,0.0,0.63,SHIPPED,50,false,CASH
3346,2019-10-24 22:55:47.646987,QRT,158,3,42.42,0.0,0.51,SHIPPED,45,false,CASH
3347,2019-10-25 05:40:47.646987,QRT,158,6,28.99,0.0,0.52,SHIPPED,59,false,CASH
3348,2019-10-25 13:21:47.646987,HRE,158,2,4.99,0.0,0.19,SHIPPED,52,false,CASH
3349,2019-10-25 14:38:47.646987,PXC,412,2,8.49,0.0,0.16,SHIPPED,38,false,CASH
3350,2019-10-25 19:44:47.646987,BGT,163,5,8.49,0.0,-0.07,SHIPPED,34,false,CASH
3351,2019-10-25 23:46:47.646987,LAM,158,3,99.99,0.0,0.04,SHIPPED,50,false,CASH
3352,2019-10-26 05:33:47.646987,QRT,412,4,42.42,0.1,-0.08,SHIPPED,48,false,CASH
3353,2019-10-26 09:05:47.646987,LAM,182,3,99.99,0.0,-0.06,SHIPPED,40,false,CASH
3354,2019-10-26 10:56:47.646987,QRT,158,3,11.5,0.0,0.04,SHIPPED,59,false,CASH
3355,2019-10-26 15:42:47.646987,LAM,163,1,8.49,0.0,0.08,SHIPPED,48,false,CASH
3356,2019-10-26 17:54:47.646987,LAM,158,2,1.75,0.0,0.63,SHIPPED,52,false,CASH
3357,2019-10-26 23:21:47.646987,DAS,158,4,42.42,0.0,0.23,SHIPPED,54,false,INVOICE
3358,2019-10-27 06:32:47.646987,HRE,163,1,28.99,0.0,0.32,SHIPPED,44,false,CASH
3359,2019-10-27 13:34:47.646987,QRT,163,3,1.75,0.0,-0.07,SHIPPED,54,false,CASH
3360,2019-10-27 13:51:47.646987,QRT,177,6,11.5,0.0,0.27,CANCELED,37,false,CASH
3361,2019-10-27 21:27:47.646987,DAS,182,6,99.99,0.0,0.38,SHIPPED,49,false,CASH
3362,2019-10-27 22:35:47.646987,DAS,412,4,28.99,0.0,0.18,SHIPPED,46,false,CASH
3363,2019-10-28 06:04:47.646987,QRT,177,5,8.49,0.0,0.02,SHIPPED,37,false,CASH
3364,2019-10-28 11:16:47.646987,BGT,158,2,42.42,0.0,0.81,SHIPPED,36,false,CASH
3365,2019-10-28 18:45:47.646987,LAM,182,1,8.49,0.0,0.81,SHIPPED,49,false,CASH
3366,2019-10-29 00:08:47.646987,QWE,191,5,1.75,0.0,0.8,SHIPPED,43,false,CASH
3367,2019-10-29 03:26:47.646987,PXC,163,2,42.42,0.0,-0.04,SHIPPED,51,false,CASH
3368,2019-10-29 09:57:47.646987,BGT,191,4,42.42,0.0,0.03,PROCESSING,44,false,CASH
3369,2019-10-29 14:52:47.646987,LAM,177,7,1.75,0.0,-0.1,SHIPPED,39,false,CREDIT
3370,2019-10-29 19:46:47.646987,BGT,191,2,11.5,0.0,0.15,SHIPPED,41,false,CASH
3371,2019-10-29 21:39:47.646987,QWE,412,6,11.5,0.0,0.41,PROCESSING,39,false,CASH
3372,2019-10-30 04:32:47.646987,LAM,412,1,1.75,0.0,0.46,SHIPPED,39,false,CASH
3373,2019-10-30 06:20:47.646987,QWE,412,7,99.99,0.0,0.43,SHIPPED,58,false,CASH
3374,2019-10-30 13:14:47.646987,QRT,412,2,11.5,0.0,0.64,SHIPPED,40,false,CASH
3375,2019-10-30 18:53:47.646987,LAM,412,1,42.42,0.0,0.62,SHIPPED,44,false,CASH
3376,2019-10-30 19:03:47.646987,HRE,158,2,11.5,0.0,0.71,SHIPPED,49,false,CASH
3377,2019-10-31 01:12:47.646987,QWE,412,2,1.75,0.0,0.3,SHIPPED,64,false,CASH
3378,2019-10-31 03:32:47.646987,HRE,191,4,4.99,0.1,0.4,SHIPPED,55,false,CASH
3379,2019-10-31 04:49:47.646987,QRT,177,7,99.99,0.0,0.33,SHIPPED,49,false,CASH
3380,2019-10-31 10:45:47.646987,BGT,182,5,11.5,0.0,0.24,SHIPPED,47,false,CASH
3381,2019-10-31 12:54:47.646987,LAM,158,4,8.49,0.0,0.58,SHIPPED,41,false,CASH
3382,2019-10-31 18:49:47.646987,QRT,412,1,42.42,0.0,0.15,SHIPPED,40,false,CREDIT
3383,2019-11-01 01:52:47.646987,QWE,191,4,99.99,0.0,0.28,SHIPPED,41,true,CASH
3384,2019-11-01 06:00:47.646987,DAS,177,6,8.49,0.0,-0.03,SHIPPED,37,false,CASH
3385,2019-11-01 09:06:47.646987,QWE,158,5,4.99,0.0,0.73,SHIPPED,50,false,CASH
3386,2019-11-01 13:17:47.646987,HRE,177,6,99.99,0.0,0.56,SHIPPED,45,false,CASH
3387,2019-11-01 16:29:47.646987,BGT,177,4,4.99,0.0,0.37,SHIPPED,35,false,CASH
3388,2019-11-01 23:40:47.646987,HRE,163,4,8.49,0.0,-0.09,SHIPPED,54,false,CASH
3389,2019-11-02 01:27:47.646987,QRT,182,7,28.99,0.0,0.54,SHIPPED,49,false,CASH
3390,2019-11-02 07:22:47.646987,QRT,412,1,42.42,0.0,0.65,SHIPPED,50,false,CASH
3391,2019-11-02 11:23:47.646987,QRT,163,7,4.99,0.0,0.5,SHIPPED,62,false,CASH
3392,2019-11-02 17:41:47.646987,LAM,177,6,99.99,0.0,0.42,SHIPPED,35,false,CASH
3393,2019-11-02 22:45:47.646987,PXC,191,6,11.5,0.1,0.49,SHIPPED,48,false,CASH
3394,2019-11-03 01:57:47.646987,DAS,163,3,28.99,0.0,0.23,SHIPPED,43,false,CASH
3395,2019-11-03 03:20:47.646987,QWE,182,2,28.99,0.0,-0.03,SHIPPED,43,false,CASH
3396,2019-11-03 10:42:47.646987,PXC,412,4,11.5,0.0,-0.01,SHIPPED,45,false,CASH
3397,2019-11-03 12:01:47.646987,HRE,182,5,28.99,0.0,0.69,SHIPPED,38,false,CASH
3398,2019-11-03 14:27:47.646987,QWE,158,7,99.99,0.0,0.32,SHIPPED,39,false,CASH
3399,2019-11-03 19:09:47.646987,BGT,177,3,4.99,0.0,0.07,CANCELED,42,false,CASH
3400,2019-11-03 22:54:47.646987,PXC,163,6,42.42,0.0,0.47,SHIPPED,56,false,CASH
3401,2019-11-04 05:20:47.646987,HRE,158,5,42.42,0.0,0.31,SHIPPED,34,false,CASH
3402,2019-11-04 09:04:47.646987,DAS,182,4,11.5,0.0,0.36,SHIPPED,46,false,CREDIT
3403,2019-11-04 15:22:47.646987,DAS,412,5,8.49,0.0,0.23,SHIPPED,53,false,CASH
3404,2019-11-04 16:43:47.646987,QWE,191,1,28.99,0.0,0.33,SHIPPED,52,false,CASH
3405,2019-11-05 00:36:47.646987,BGT,177,7,4.99,0.0,0.56,SHIPPED,41,false,CREDIT
3406,2019-11-05 03:34:47.646987,LAM,158,6,4.99,0.0,0.27,SHIPPED,43,false,CASH
3407,2019-11-05 11:32:47.646987,DAS,182,3,28.99,0.0,0.33,SHIPPPED,42,false,CASH
3408,2019-11-05 13:59:47.646987,QWE,163,1,28.99,0.0,82.0,SHIPPED,37,false,INVOICE
3409,2019-11-05 16:41:47.646987,LAM,182,3,28.99,0.0,0.28,SHIPPED,42,false,CASH
3410,2019-11-05 20:29:47.646987,PXC,163,4,8.49,0.0,0.1,SHIPPED,43,false,CASH
3411,2019-11-05 23:26:47.646987,DAS,158,1,8.49,0.0,0.1,SHIPPED,52,false,CASH
3412,2019-11-06 01:55:47.646987,QWE,191,6,1.75,0.0,0.42,SHIPPED,49,false,CASH
3413,2019-11-06 07:15:47.646987,QRT,412,7,4.99,0.0,0.38,SHIPPED,48,false,CASH
3414,2019-11-06 15:00:47.646987,QRT,163,5,1.75,0.0,0.26,SHIPPED,46,false,CASH
3415,2019-11-06 18:55:47.646987,PXC,177,5,99.99,0.0,0.54,SHIPPED,53,false,CASH
3416,2019-11-06 22:03:47.646987,DAS,412,4,28.99,0.0,0.25,SHIPPED,38,false,CASH
3417,2019-11-07 02:55:47.646987,LAM,412,1,8.49,0.0,0.02,SHIPPED,39,false,CASH
3418,2019-11-07 10:18:47.646987,BGT,412,4,99.99,0.0,-0.08,SHIPPED,37,false,CASH
3419,2019-11-07 15:48:47.646987,LAM,412,1,99.99,0.0,0.43,SHIPPED,52,false,CASH
3420,2019-11-07 21:36:47.646987,PXC,182,7,28.99,0.0,0.05,SHIPPED,44,false,CASH
3421,2019-11-07 21:56:47.646987,BGT,182,4,1.75,0.0,0.01,SHIPPED,53,false,CASH
3422,2019-11-08 01:12:47.646987,DAS,163,3,11.5,0.0,0.34,SHIPPED,55,false,CASH
3423,2019-11-08 07:42:47.646987,LAM,158,3,11.5,0.1,0.19,SHIPPED,54,false,CASH
3424,2019-11-08 14:45:47.646987,LAM,158,7,28.99,0.0,-0.01,SHIPPED,63,false,CASH
3425,2019-11-08 22:40:47.646987,DAS,163,3,4.99,0.0,0.61,SHIPPED,44,false,CASH
3426,2019-11-09 00:00:47.646987,LAM,412,7,28.99,0.0,0.11,SHIPPED,45,false,CREDIT
3427,2019-11-09 01:47:47.646987,HRE,177,1,1.75,0.0,0.31,SHIPPED,40,false,CASH
3428,2019-11-09 01:58:47.646987,PXC,163,1,1.75,0.0,0.31,SHIPPED,50,false,CASH
3429,2019-11-09 05:29:47.646987,QRT,163,7,42.42,0.0,0.43,SHIPPED,42,false,CREDIT
3430,2019-11-09 05:40:47.646987,DAS,163,1,1.75,0.0,0.77,SHIPPED,48,true,CASH
3431,2019-11-09 07:27:47.646987,PXC,163,4,8.49,0.1,0.2,SHIPPED,52,false,CASH
3432,2019-11-09 15:09:47.646987,PXC,177,5,8.49,0.0,0.09,SHIPPED,41,false,CASH
3433,2019-11-09 23:03:47.646987,QWE,177,6,99.99,0.1,0.75,SHIPPED,64,false,CASH
3434,2019-11-10 02:29:47.646987,HRE,182,6,1.75,0.0,0.42,SHIPPED,33,false,CASH
3435,2019-11-10 04:05:47.646987,LAM,182,5,99.99,0.0,0.75,SHIPPED,58,false,CASH
3436,2019-11-10 08:26:47.646987,LAM,177,5,11.5,0.0,0.06,SHIPPED,56,false,INVOICE
3437,2019-11-10 15:36:47.646987,QWE,412,7,28.99,0.0,0.76,SHIPPED,38,false,CASH
3438,2019-11-10 23:04:47.646987,HRE,191,5,99.99,0.0,0.11,SHIPPED,42,false,CASH
3439,2019-11-11 05:07:47.646987,BGT,182,7,8.49,0.0,0.23,SHIPPED,55,false,CASH
3440,2019-11-11 12:47:47.646987,LAM,191,3,1.75,0.0,0.09,SHIPPED,40,false,INVOICE
3441,2019-11-11 18:13:47.646987,PXC,163,6,1.75,0.0,0.19,SHIPPED,54,false,CASH
3442,2019-11-12 00:46:47.646987,QWE,163,6,1.75,0.0,-0.08,PROCESSING,46,false,CASH
3443,2019-11-12 04:42:47.646987,BGT,412,7,99.99,0.0,0.51,SHIPPED,59,false,CASH
3444,2019-11-12 08:12:47.646987,QWE,182,4,8.49,0.0,0.79,SHIPPED,54,false,CASH
3445,2019-11-12 09:14:47.646987,LAM,191,5,11.5,0.0,0.78,SHIPPED,40,false,CASH
3446,2019-11-12 13:25:47.646987,PXC,191,3,99.99,0.0,0.4,SHIPPED,50,true,CASH
3447,2019-11-12 20:28:47.646987,LAM,163,3,99.99,0.0,0.04,SHIPPED,41,false,CASH
3448,2019-11-12 20:35:47.646987,BGT,191,6,99.99,0.0,-0.09,SHIPPED,52,false,CASH
3449,2019-11-13 04:06:47.646987,PXC,191,1,1.75,0.0,0.19,SHIPPED,35,1.0,CASH
3450,2019-11-13 10:31:47.646987,QWE,177,3,1.75,0.0,0.23,SHIPPED,52,false,CASH
3451,2019-11-13 10:59:47.646987,QRT,182,1,11.5,0.0,0.35,SHIPPED,42,false,CASH
3452,2019-11-13 15:04:47.646987,DAS,191,7,99.99,0.0,0.61,SHIPPED,53,false,CASH
3453,2019-11-13 16:25:47.646987,DAS,177,5,42.42,0.0,0.49,SHIPPED,49,false,CASH
3454,2019-11-13 22:28:47.646987,LAM,158,2,42.42,0.0,0.57,SHIPPED,39,false,CASH
3455,2019-11-14 04:10:47.646987,HRE,163,1,1.75,0.0,0.7,SHIPPED,55,false,CASH
3456,2019-11-14 08:45:47.646987,PXC,163,3,42.42,0.0,0.38,SHIPPED,39,false,CASH
3457,2019-11-14 14:02:47.646987,QRT,163,4,1.75,0.0,-0.05,SHIPPED,51,false,CASH
3458,2019-11-14 20:22:47.646987,LAM,163,1,99.99,0.1,0.66,SHIPPED,58,false,CASH
3459,2019-11-15 03:23:47.646987,HRE,412,5,4.99,0.0,0.64,SHIPPED,48,false,CASH
3460,2019-11-15 09:51:47.646987,QWE,177,1,1.75,0.0,0.15,SHIPPED,44,false,INVOICE
3461,2019-11-15 10:52:47.646987,LAM,177,6,28.99,0.0,-0.0,SHIPPED,52,false,CASH
3462,2019-11-15 11:30:47.646987,LAM,163,1,28.99,0.0,0.63,SHIPPED,49,false,CASH
3463,2019-11-15 16:09:47.646987,QWE,163,5,28.99,0.0,0.59,SHIPPED,52,false,CASH
3464,2019-11-15 20:58:47.646987,BGT,177,1,42.42,0.0,0.16,SHIPPED,51,false,CASH
3465,2019-11-15 23:27:47.646987,DAS,182,2,28.99,0.0,0.56,SHIPPED,53,false,CASH
3466,2019-11-16 05:38:47.646987,HRE,412,5,1.75,0.0,0.03,CANCELED,41,false,CASH
3467,2019-11-16 09:35:47.646987,QRT,163,7,1.75,0.0,0.58,SHIPPED,48,false,CASH
3468,2019-11-16 12:01:47.646987,DAS,412,3,42.42,0.2,0.47,SHIPPED,39,false,CASH
3469,2019-11-16 13:25:47.646987,QRT,163,7,28.99,0.0,0.76,SHIPPED,55,false,CASH
3470,2019-11-16 18:18:47.646987,DAS,158,3,11.5,0.0,0.38,SHIPPED,49,false,CASH
3471,2019-11-17 01:32:47.646987,QWE,182,2,42.42,0.0,0.07,SHIPPED,39,true,CASH
3472,2019-11-17 05:36:47.646987,QRT,163,2,11.5,0.0,0.77,PROCESSING,51,false,CREDIT
3473,2019-11-17 10:08:47.646987,DAS,158,5,8.49,0.0,0.35,SHIPPED,40,false,CASH
3474,2019-11-17 13:33:47.646987,LAM,182,3,4.99,0.0,0.8,SHIPPED,43,false,CASH
3475,2019-11-17 20:49:47.646987,QWE,191,7,99.99,0.1,0.4,SHIPPED,41,true,CASH
3476,2019-11-18 02:42:47.646987,QRT,177,3,42.42,0.0,0.73,SHIPPED,49,false,CASH
3477,2019-11-18 07:40:47.646987,LAM,163,3,11.5,0.0,0.45,SHIPPED,58,false,CASH
3478,2019-11-18 13:04:47.646987,PXC,177,6,42.42,0.0,0.2,SHIPPED,31,false,CASH
3479,2019-11-18 13:20:47.646987,PXC,163,4,42.42,0.0,0.82,SHIPPED,57,false,CASH
3480,2019-11-18 18:59:47.646987,QRT,177,3,42.42,0.0,0.81,SHIPPED,54,false,CASH
3481,2019-11-19 02:34:47.646987,QRT,158,2,42.42,0.0,0.23,SHIPPED,44,false,CASH
3482,2019-11-19 02:44:47.646987,QRT,177,5,4.99,0.1,0.56,SHIPPED,42,false,CASH
3483,2019-11-19 10:27:47.646987,LAM,182,5,1.75,0.0,0.03,SHIPPED,47,false,CASH
3484,2019-11-19 14:16:47.646987,LAM,182,2,28.99,0.0,0.29,SHIPPED,56,false,CREDIT
3485,2019-11-19 20:21:47.646987,BGT,177,4,28.99,0.0,0.17,SHIPPED,51,false,CASH
3486,2019-11-20 00:55:47.646987,QRT,412,7,4.99,0.0,0.58,SHIPPED,47,false,INVOICE
3487,2019-11-20 06:56:47.646987,HRE,163,1,4.99,0.0,0.0,SHIPPED,64,false,CASH
3488,2019-11-20 13:24:47.646987,QWE,163,6,99.99,0.0,-0.1,SHIPPED,50,false,CASH
3489,2019-11-20 18:12:47.646987,LAM,412,3,28.99,0.0,0.13,SHIPPED,50,false,CASH
3490,2019-11-20 20:38:47.646987,LAM,412,5,4.99,0.0,0.06,SHIPPED,46,false,INVOICE
3491,2019-11-21 02:52:47.646987,DAS,412,1,99.99,0.0,0.26,SHIPPED,52,false,CREDIT
3492,2019-11-21 06:31:47.646987,PXC,158,7,28.99,0.0,0.54,SHIPPED,43,false,CASH
3493,2019-11-21 10:07:47.646987,QRT,182,6,4.99,0.0,0.27,SHIPPED,39,true,CASH
3494,2019-11-21 11:38:47.646987,QRT,191,4,99.99,0.0,0.42,SHIPPED,43,false,INVOICE
3495,2019-11-21 17:07:47.646987,PXC,191,6,42.42,0.0,0.41,SHIPPED,46,false,CASH
3496,2019-11-21 21:13:47.646987,QRT,177,3,4.99,0.0,0.56,SHIPPED,49,false,CASH
3497,2019-11-22 00:36:47.646987,DAS,163,6,99.99,0.15,0.59,SHIPPED,45,false,CASH
3498,2019-11-22 07:38:47.646987,QRT,412,7,28.99,0.0,0.81,SHIPPED,59,false,CASH
3499,2019-11-22 13:22:47.646987,QRT,191,6,28.99,0.15,0.53,SHIPPED,56,false,CASH
3500,2019-11-22 16:14:47.646987,PXC,412,1,99.99,0.0,0.7,SHIPPED,33,false,CASH
3501,2019-11-22 22:40:47.646987,DAS,412,1,99.99,0.0,0.05,SHIPPED,54,true,CASH
3502,2019-11-23 00:59:47.646987,BGT,412,6,8.49,0.1,0.58,SHIPPED,33,false,CASH
3503,2019-11-23 08:03:47.646987,QRT,177,1,8.49,0.0,0.04,SHIPPED,41,false,CASH
3504,2019-11-23 14:58:47.646987,PXC,177,5,4.99,0.0,0.55,SHIPPED,46,false,CASH
3505,2019-11-23 16:00:47.646987,QWE,158,6,1.75,0.0,0.23,SHIPPED,40,false,CASH
3506,2019-11-23 23:42:47.646987,DAS,158,4,1.75,0.0,-0.08,SHIPPED,45,false,CASH
3507,2019-11-24 00:46:47.646987,HRE,163,2,11.5,0.0,0.67,SHIPPED,49,false,CASH
3508,2019-11-24 07:10:47.646987,HRE,177,5,1.75,0.0,0.61,SHIPPED,44,false,INVOICE
3509,2019-11-24 07:39:47.646987,QWE,177,4,1.75,0.0,0.06,SHIPPED,46,false,CASH
3510,2019-11-24 12:45:47.646987,QWE,177,5,1.75,0.0,0.14,SHIPPED,57,false,CASH
3511,2019-11-24 14:02:47.646987,QRT,182,6,99.99,0.0,-0.03,SHIPPED,47,false,CASH
3512,2019-11-24 20:36:47.646987,PXC,158,5,8.49,0.0,0.48,SHIPPED,60,false,CREDIT
3513,2019-11-25 01:39:47.646987,LAM,182,7,11.5,0.0,0.01,SHIPPED,56,false,CASH
3514,2019-11-25 09:22:47.646987,HRE,177,4,1.75,0.0,0.26,SHIPPED,53,false,CASH
3515,2019-11-25 14:44:47.646987,QWE,163,3,4.99,0.0,0.36,SHIPPED,48,false,CASH
3516,2019-11-25 21:51:47.646987,DAS,191,2,99.99,0.15,0.4,SHIPPED,53,false,CASH
3517,2019-11-26 01:24:47.646987,PXC,412,6,8.49,0.0,0.79,SHIPPED,38,false,CASH
3518,2019-11-26 03:11:47.646987,DAS,191,6,8.49,0.0,0.65,SHIPPED,56,false,CASH
3519,2019-11-26 04:48:47.646987,BGT,191,5,42.42,0.0,0.01,SHIPPED,53,false,CASH
3520,2019-11-26 11:31:47.646987,LAM,412,3,1.75,0.0,-0.05,SHIPPED,57,false,INVOICE
3521,2019-11-26 14:13:47.646987,DAS,191,3,11.5,0.0,0.19,SHIPPED,49,false,CASH
3522,2019-11-26 20:06:47.646987,QRT,177,7,8.49,0.0,0.59,SHIPPED,47,false,CREDIT
3523,2019-11-26 22:20:47.646987,DAS,182,6,8.49,0.1,0.73,SHIPPED,38,false,CASH
3524,2019-11-27 05:08:47.646987,QWE,177,6,28.99,0.0,0.74,SHIPPED,54,false,CASH
3525,2019-11-27 12:10:47.646987,PXC,182,4,1.75,0.0,0.39,SHIPPED,46,false,CASH
3526,2019-11-27 12:21:47.646987,PXC,191,5,1.75,0.0,0.54,SHIPPED,50,false,CASH
3527,2019-11-27 17:17:47.646987,QRT,191,3,8.49,0.0,0.37,SHIPPED,42,false,CASH
3528,2019-11-28 00:35:47.646987,LAM,177,5,8.49,0.0,0.28,SHIPPED,51,false,CASH
3529,2019-11-28 05:46:47.646987,QWE,163,7,4.99,0.15,0.21,SHIPPED,45,false,CASH
3530,2019-11-28 11:54:47.646987,BGT,182,3,1.75,0.15,0.64,SHIPPED,53,false,CASH
3531,2019-11-28 15:09:47.646987,PXC,191,2,11.5,0.0,0.02,SHIPPED,57,false,CASH
3532,2019-11-28 18:44:47.646987,QRT,182,2,4.99,0.0,-0.09,SHIPPED,33,false,CASH
3533,2019-11-28 23:38:47.646987,DAS,163,2,8.49,0.0,0.5,SHIPPED,62,false,CASH
3534,2019-11-29 07:01:47.646987,PXC,412,2,8.49,0.0,0.28,SHIPPED,49,false,CASH
3535,2019-11-29 11:10:47.646987,LAM,412,1,4.99,0.0,0.42,SHIPPED,54,false,CASH
3536,2019-11-29 17:52:47.646987,QWE,158,1,99.99,0.0,-0.04,SHIPPED,46,false,CASH
3537,2019-11-29 23:48:47.646987,PXC,163,5,1.75,0.0,-0.09,SHIPPED,52,false,CASH
3538,2019-11-30 03:20:47.646987,QRT,412,3,42.42,0.0,0.27,SHIPPED,49,false,CASH
3539,2019-11-30 04:28:47.646987,PXC,158,2,4.99,0.0,0.18,SHIPPED,44,false,CREDIT
3540,2019-11-30 11:44:47.646987,PXC,158,1,8.49,0.0,0.41,SHIPPED,47,false,CASH
3541,2019-11-30 17:08:47.646987,QRT,177,1,4.99,0.0,0.51,SHIPPED,42,false,CASH
3542,2019-11-30 18:01:47.646987,HRE,182,2,1.75,0.0,0.25,SHIPPED,56,false,CASH
3543,2019-12-01 00:04:47.646987,QWE,163,3,8.49,0.15,0.06,SHIPPED,45,false,CASH
3544,2019-12-01 05:59:47.646987,PXC,191,2,4.99,0.0,0.47,SHIPPED,55,false,INVOICE
3545,2019-12-01 10:50:47.646987,HRE,177,6,99.99,0.0,0.13,SHIPPED,39,false,CASH
3546,2019-12-01 13:47:47.646987,QRT,412,2,99.99,0.0,0.66,SHIPPED,57,false,CASH
3547,2019-12-01 20:06:47.646987,DAS,177,1,1.75,0.0,0.18,SHIPPED,42,false,CASH
3548,2019-12-01 20:44:47.646987,QRT,412,6,28.99,0.0,0.69,SHIPPED,43,false,INVOICE
3549,2019-12-02 00:54:47.646987,HRE,191,2,42.42,0.0,0.72,SHIPPED,57,false,CASH
3550,2019-12-02 04:26:47.646987,HRE,163,5,1.75,0.0,0.48,SHIPPED,54,false,CASH
3551,2019-12-02 04:50:47.646987,PXC,158,6,11.5,0.0,0.19,SHIPPED,46,false,CASH
3552,2019-12-02 09:42:47.646987,QRT,191,6,42.42,0.0,0.11,SHIPPED,50,false,CASH
3553,2019-12-02 12:31:47.646987,HRE,412,5,1.75,0.0,0.31,SHIPPED,60,false,CASH
3554,2019-12-02 15:14:47.646987,BGT,158,4,1.75,0.0,0.47,SHIPPED,50,false,CASH
3555,2019-12-02 16:15:47.646987,LAM,191,2,42.42,0.0,0.53,SHIPPED,38,false,CASH
3556,2019-12-02 17:05:47.646987,HRE,182,7,1.75,0.0,0.71,SHIPPED,43,false,CASH
3557,2019-12-02 23:15:47.646987,LAM,177,4,99.99,0.0,0.43,SHIPPED,52,false,CASH
3558,2019-12-03 04:10:47.646987,BGT,182,5,4.99,0.0,0.77,SHIPPED,42,false,CASH
3559,2019-12-03 04:17:47.646987,LAM,163,3,4.99,0.0,0.38,SHIPPED,51,false,CASH
3560,2019-12-03 09:43:47.646987,PXC,177,2,28.99,0.0,0.51,SHIPPED,47,false,CASH
3561,2019-12-03 16:18:47.646987,QRT,182,4,1.75,0.0,-0.05,SHIPPED,46,false,CASH
3562,2019-12-03 19:21:47.646987,PXC,177,4,28.99,0.0,0.06,SHIPPED,48,false,CASH
3563,2019-12-03 21:31:47.646987,DAS,163,4,28.99,0.0,0.4,SHIPPED,65,false,CASH
3564,2019-12-04 02:07:47.646987,DAS,412,3,8.49,0.0,0.57,SHIPPED,49,false,CASH
3565,2019-12-04 06:12:47.646987,HRE,163,2,11.5,0.0,-0.05,SHIPPED,51,false,CASH
3566,2019-12-04 07:56:47.646987,PXC,177,4,42.42,0.0,0.36,SHIPPED,46,false,CASH
3567,2019-12-04 08:03:47.646987,DAS,191,7,4.99,0.0,0.79,SHIPPED,50,false,CASH
3568,2019-12-04 12:33:47.646987,HRE,158,5,4.99,0.0,0.8,SHIPPED,34,false,CASH
3569,2019-12-04 16:44:47.646987,DAS,182,7,11.5,0.0,-0.0,SHIPPED,60,false,CASH
3570,2019-12-04 21:12:47.646987,QWE,163,6,8.49,0.1,0.31,SHIPPED,43,false,CASH
3571,2019-12-05 01:21:47.646987,PXC,412,2,11.5,0.0,0.13,SHIPPED,60,false,CASH
3572,2019-12-05 06:57:47.646987,BGT,412,4,1.75,0.0,0.08,CANCELED,54,false,CASH
3573,2019-12-05 11:09:47.646987,BGT,412,2,1.75,0.0,0.59,SHIPPED,49,false,CASH
3574,2019-12-05 12:32:47.646987,DAS,163,7,1.75,0.0,0.6,SHIPPED,46,false,CASH
